index,ID,Date,Post,Username,Retweets,Favorites,Geo,Mentions,Hashtags
853,1297428880790257665,2020-08-23 07:02:04+00:00,"Hayee @AIRTEL_KE ,patieni jamaaa ingine awache kutembea ndìthì ",PaulKart8,0,0,,@AIRTEL_KE,
857,1297428530830151680,2020-08-23 07:00:41+00:00,Ata Boss Lady na iPhone anateta @AIRTEL_KE plz kueni na adabu kidogo. ,Aliluyo4,0,0,,@AIRTEL_KE,
859,1297428233806319617,2020-08-23 06:59:30+00:00,@AIRTEL_KE kwani mast zimenyeshewa ,Stevoh_Mzizi,0,0,,@AIRTEL_KE,
860,1297428122242088961,2020-08-23 06:59:04+00:00,@AIRTEL_KE mtumie tu data ajifunzie youtube aki ,IbrahTycoon,0,2,,@AIRTEL_KE,
861,1297427724752113664,2020-08-23 06:57:29+00:00,"@AIRTEL_KE , you have a very poor network coverage in Meru. Improve on that first before you send bundles.",MORodgers3,0,1,,@AIRTEL_KE,
864,1297427682582573056,2020-08-23 06:57:19+00:00,@Akothee_KE infact net ya @Airtel_KE is atotol letdown Mimi nilihamiwa back to safcom hatakama n expe,Gedfrey4,0,0,,@Akothee_KE @AIRTEL_KE,
865,1297427446631931909,2020-08-23 06:56:22+00:00,"Ukiwa na stress,tumia Tu safcom @AIRTEL_KE wanaweza Fanya u Atwoli simu yako bure!? ",Aliluyo4,0,2,,@AIRTEL_KE,
868,1297426870431035392,2020-08-23 06:54:05+00:00,"Yo @AIRTEL_KE, you going to assume this, eh? Or this a 'new' show on Airtel TV, because what with conveniently bird boxing ",alan_wachira,0,0,,@AIRTEL_KE,
900,1297420657521827841,2020-08-23 06:29:24+00:00,@AIRTEL_KE what is wrong with your network ,onchwary,0,0,,@AIRTEL_KE,
902,1297420260736479232,2020-08-23 06:27:49+00:00,We applied for Internet connectivity from @AIRTEL_KE which was never connected. We requested for a refund and it has never been paid for the last 4 or so years. Can't &amp; won't recommend!,ThomiLin,0,0,,@AIRTEL_KE,
910,1297418141123743745,2020-08-23 06:19:24+00:00,I'm planning to disconnect all my airtel connections only because of these issues. I am going take ACT and Jio for phone purpose as I don't have network at my location. Worst services from Airtel @Airtelnetwork @airtelindia @AIRTEL_KE @Airtel_Presence @ConsumerCourt_ @TRAI,AJ171093,0,0,,@Airtelnetwork @airtelindia @AIRTEL_KE @Airtel_Presence @ConsumerCourt_ @TRAI,
911,1297418139471237123,2020-08-23 06:19:23+00:00,"Hello, I have purchased rs1999 plan 1 week ago. But still airtel has failed to provide me the xtream box. I have been visitingAnanthnagar store couple of times but still I have not received the product. @airtelindia @AIRTEL_KE @Airtel_Presence @ConsumerCourt_ @TRAI",AJ171093,0,0,,@airtelindia @AIRTEL_KE @Airtel_Presence @ConsumerCourt_ @TRAI,
912,1297418052456394752,2020-08-23 06:19:03+00:00,"@AIRTEL_KE, I've just learnt that you moved the normal bundles from the USSD menu to your app. Why is that the case? Why not have both accessible via USSD? What happens if we don't have internet? Forcing us to buy those split bundles is a horrible way to fleece your customers!",VarNesza,0,0,,@AIRTEL_KE,
916,1297417786264780801,2020-08-23 06:17:59+00:00,@AIRTEL_KE juu tuko na yeye hapa tutumie tujifunze wote..hata mimi sijui 0762 252767,blessed_daudi,0,0,,@AIRTEL_KE,
935,1297414894585892864,2020-08-23 06:06:30+00:00,"Get Ready! @SafaricomPLC , @TelkomKenya and @AIRTEL_KE airtime dropping in the next two hours ... 11:00AM!! Follow &amp; Retweet",alasirimotors,3,6,,@SafaricomPLC @TelkomKenya @AIRTEL_KE,
951,1297412188345425921,2020-08-23 05:55:45+00:00,Unaeka credo ueke data wanakunyima data na wanachukua credo...mnataka aje wakubwa @AIRTEL_KE,LKathawe,0,1,,@AIRTEL_KE,
959,1297410399810326528,2020-08-23 05:48:38+00:00,"^Caro wa @AIRTEL_KE hata ww utafurahia akitoa suruali, izo PR na English mingi achana nazo. Acha @Akothee_KE atoe suruali tunyonge hata sisi.. ",OtienoCol,0,5,,@AIRTEL_KE @Akothee_KE,
964,1297407414850007041,2020-08-23 05:36:47+00:00,Yaani @AIRTEL_KE ata kufungua Youtube imeshindwa. What is this internet?,MartohQings,0,0,,@AIRTEL_KE,
969,1297405256897310720,2020-08-23 05:28:12+00:00,"Am a new on @AIRTEL_KE ,the network sucks and Caro ignored my pleas in the DMs,am soon going back,better spend more than have your video calls and youtube streams embarrassing you",WawireEsq,0,0,,@AIRTEL_KE,
971,1297404457844703233,2020-08-23 05:25:02+00:00,"@AIRTEL_KE Hi can u refresh my data network please,0786284642",kstephenchege,0,0,,@AIRTEL_KE,
976,1297402520436903938,2020-08-23 05:17:20+00:00,Kwanza between 7 and 10 pm it's totally shit...I hope they don't mess it up leo na it's UCL finally we'll sign a petition to sue them @AIRTEL_KE,alchemist_fixer,0,21,,@AIRTEL_KE,
979,1297402339117150213,2020-08-23 05:16:36+00:00,"@AIRTEL_KE Your internet was okay a few days ago. Sa hii it's slow vibaya sana. I'm in Chebarus, near moi university main campus.",AlbaFlamma,0,0,,@AIRTEL_KE,
982,1297402034346491904,2020-08-23 05:15:24+00:00,Wako na umama sana...@airtel_KE,TumBrian1,0,0,,@AIRTEL_KE,
988,1297401410666074113,2020-08-23 05:12:55+00:00,@AIRTEL_KE Which one is correct? 1. 100 airtel airtime 2. airtel airtime 100 3. 100 airtime airtel,lawchumba,0,0,,@AIRTEL_KE,
990,1297401196286808064,2020-08-23 05:12:04+00:00,@Akothee_KE maaayooooooo tulibebwa na balloon za @TelkomKenya @TelkomCare_Ke @AIRTEL_KE nikaa scam nowdays....... Migrate yaye ,swabry045,0,0,,@Akothee_KE @TelkomKenya @TelkomCare_Ke @AIRTEL_KE,
994,1297398493280178181,2020-08-23 05:01:19+00:00,"@AIRTEL_KE bought 3GB yesterday, n my night data bundle is unused since the network was so bad. What happens now?",k_faw,0,0,,@AIRTEL_KE,
998,1297397842340978689,2020-08-23 04:58:44+00:00,@AIRTEL_KE this night data staff is scam rudishe ile normal data,DeejayGardoh,3,10,,@AIRTEL_KE,
1001,1297397476283027456,2020-08-23 04:57:17+00:00,@AIRTEL_KE Acheni atoe kwanza plis..tuone kitu ,Doctar_mJ,0,0,,@AIRTEL_KE,
1002,1297397346834305028,2020-08-23 04:56:46+00:00,"@AIRTEL_KE check and fix network fail in Embakasi East, At Embakasi village, Baraka Est. and Juakali area environs.",natecotres,0,0,,@AIRTEL_KE,
1010,1297395945450147840,2020-08-23 04:51:12+00:00,"@AIRTEL_KE Your network is inconsistent for the last three days, I have more than 3gb bundles, I can't use them because the internet pops on and off, do something – at keroka police",MotEdduMotieri,0,0,,@AIRTEL_KE,
1013,1297395106333548544,2020-08-23 04:47:52+00:00,The network sucks all over the country @AIRTEL_KE our numbers and locations won't helo. Deploy your technicians to the field,itsndege,0,0,,@AIRTEL_KE,
1025,1297392379985567747,2020-08-23 04:37:02+00:00,"Hey @AIRTEL_KE , mbona msiwe ka role models wenu pia nyinyi mtupee bonga points.",Am_SamKE,2,5,,@AIRTEL_KE,
1031,1297389895485394944,2020-08-23 04:27:10+00:00,@AIRTEL_KE Good morning. I keep getting these messages on my phone. I have sent 'STOP' to 20217 but it's not working. Any way you can help me block these messages from coming to me? Please. Thanks ,AgolaLinda,0,0,,@AIRTEL_KE,
1037,1297379293438382081,2020-08-23 03:45:02+00:00,@AIRTEL_KE I know the night data expires at 6.00am but must it affect my daytime data too.I got 1gb of day data and can't access data from 5.45am to 6.30 pm.I really needed to clock online but because of your failure couldn't #covid19millionares,geofreyawuor,0,0,,@AIRTEL_KE,#covid19millionares
1038,1297377442781437952,2020-08-23 03:37:41+00:00,@AIRTEL_KE what happens to your night data from 5.45 am to 6.30 am.inconvenience of the highest order.I have video and screenshot to prove for the last three days. #covid19millionares,geofreyawuor,0,0,,@AIRTEL_KE,#covid19millionares
1040,1297359715643666438,2020-08-23 02:27:14+00:00,@AIRTEL_KE check DM,EllisJeddy,0,0,,@AIRTEL_KE,
1047,1297315578114461696,2020-08-22 23:31:51+00:00,@AIRTEL_KE network speed non existent since mid day... whats wrong??,bngesu,0,0,,@AIRTEL_KE,
1050,1297305392754688000,2020-08-22 22:51:23+00:00,@AIRTEL_KE do you still offer unlimited bundle for mobile?,BryanKinuthia,0,0,,@AIRTEL_KE,
1051,1297305181969932288,2020-08-22 22:50:32+00:00,@AIRTEL_KE kuja mtueleze why akurudi,mak_bazuka,0,1,,@AIRTEL_KE,
1052,1297304546511921154,2020-08-22 22:48:01+00:00,Oyaa @AIRTEL_KE why have you been fuckn up with my night bundles this week?,mwafriika,0,0,,@AIRTEL_KE,
1060,1297288205868437506,2020-08-22 21:43:05+00:00,"@AIRTEL_KE i know i am not alone in this complaint ,,,tutaimba hadi akhera ndio mskie ",BikathiMart,0,1,,@AIRTEL_KE,
1063,1297284112273809408,2020-08-22 21:26:49+00:00,Hey @AIRTEL_KE,NdombeOpetum,0,0,,@AIRTEL_KE,
1068,1297277853646684164,2020-08-22 21:01:57+00:00, Hi @AIRTEL_KE ..you have the best network. Uku inaconnect at 0kbps.kudos!!,JohnKibira13,0,0,,@AIRTEL_KE,
1069,1297274776877137921,2020-08-22 20:49:43+00:00,@AIRTEL_KE Why don't you guys respond to DM??,ALBERTOMWANALDO,0,0,,@AIRTEL_KE,
1074,1297271558201892865,2020-08-22 20:36:56+00:00,"'latency' on @AIRTEL_KE internet Sadly,I think I'll just move back to my abusive relationship with Safaricom. ",MbadiMoses,0,1,,@AIRTEL_KE,
1075,1297271534604767232,2020-08-22 20:36:50+00:00,@AIRTEL_KE ni nini??,Chemos254,0,0,,@AIRTEL_KE,
1084,1297266327716007938,2020-08-22 20:16:09+00:00,Your data network sucks @AIRTEL_KE it’s folding like a cheap beach chair. Been on 3g for most of the day. ,kianiadee,0,0,,@AIRTEL_KE,
1086,1297264115010940928,2020-08-22 20:07:21+00:00,@AIRTEL_KE hoodwinking consumers to download their app? ,samndirangu10,0,0,,@AIRTEL_KE,
1087,1297263953983279105,2020-08-22 20:06:43+00:00,@AIRTEL_KE The Airtel App and Airtel AppTv is dead without the Binge,GiniMiniManeMo,0,0,,@AIRTEL_KE,
1088,1297262967206170624,2020-08-22 20:02:48+00:00,@AIRTEL_KE I keep being Wangirid!! ,AngelaMoraa2,0,0,,@AIRTEL_KE,
1089,1297262066911318017,2020-08-22 19:59:13+00:00,@AIRTEL_KE very very pathetic. Let down manze,Leajore_s,0,0,,@AIRTEL_KE,
1091,1297261299655745542,2020-08-22 19:56:10+00:00,@AIRTEL_KE should we quit this nonsense,MainahSam,0,0,,@AIRTEL_KE,
1098,1297259378698063877,2020-08-22 19:48:32+00:00,Unapigia customer service agent wa @AIRTEL_KE network inawasumbua inabidi amekucall na namba ya safaricom ,mike_dova0,5,36,,@AIRTEL_KE,
1102,1297258317174185984,2020-08-22 19:44:19+00:00,@AIRTEL_KE how can I view usage breakdown of my 400min...the 1000/= monthly subscription. Is it possible?,SirKimaru,0,0,,@AIRTEL_KE,
1105,1297258135762219009,2020-08-22 19:43:36+00:00,"@AIRTEL_KE is the most useless company in Kenya, followed by Kenya power",YouthKenyan,0,1,,@AIRTEL_KE,
1107,1297257943394660355,2020-08-22 19:42:50+00:00,@AIRTEL_KE I want to upgrade my Line,joel_olali,0,0,,@AIRTEL_KE,
1115,1297254746055757825,2020-08-22 19:30:07+00:00,@AIRTEL_KE before you do anything ngojeeni tutolewe suruali kwanza ,j_mohamedparody,2,40,,@AIRTEL_KE,
1117,1297254494384906241,2020-08-22 19:29:07+00:00,@AIRTEL_KE my line ain't browsing. Kindly help,NgandaLeonard,0,0,,@AIRTEL_KE,
1121,1297253002965852160,2020-08-22 19:23:12+00:00,Enyewe airtel mmekuwa trash.....@AIRTEL_KE Hizo mbs zenu huwa hazifiki 6am By 5.50 am alafu network inalost and this is broad light stealing It keeps struggling ,Colnel_Xpapito,1,7,,@AIRTEL_KE,
1124,1297252903367966720,2020-08-22 19:22:48+00:00,"Wewe @AIRTEL_KE we know our rights , na connection yenu inasumbua hapa Canada",migunna,2,14,,@AIRTEL_KE,
1125,1297252763764699141,2020-08-22 19:22:15+00:00,@AIRTEL_KE please check DM,telcoke,0,0,,@AIRTEL_KE,
1126,1297252404203851781,2020-08-22 19:20:49+00:00,It’s grossly unjust and insensitive for @AIRTEL_KE to implement interactive self-care service for customer care with no option to talk to an agent. I bought airtime via pesapal to a wrong number. No provision for reversal or talk to an agent ,n_muyale,0,1,,@AIRTEL_KE,
1128,1297251652353830912,2020-08-22 19:17:50+00:00,@AIRTEL_KE shida yenu huwa gani lakini? I can't see my favourite bandle ,deejayjim_,1,0,,@AIRTEL_KE,
1130,1297251345750253568,2020-08-22 19:16:37+00:00,"@AIRTEL_KE I bought unlimited monthly data bundle of 1k this evening ,with one hour computer usage , it's already half spent?",gosinjiru,0,0,,@AIRTEL_KE,
1141,1297249464026103811,2020-08-22 19:09:08+00:00,I'm staring at my bundles expiring at midnight . @AIRTEL_KE should compensate me.,Pp_ius,0,0,,@AIRTEL_KE,
1143,1297249195976544256,2020-08-22 19:08:04+00:00,Name a worse heartbreak that using @AIRTEL_KE network. So disgusting. Don't these people solve this issue once and for all? ,Pp_ius,0,1,,@AIRTEL_KE,
1146,1297248976983531522,2020-08-22 19:07:12+00:00,Don't buy large @AIRTEL_KE bundles you'll cry tears,kihara_njuguna,0,3,,@AIRTEL_KE,
1152,1297248323016052738,2020-08-22 19:04:36+00:00,@AIRTEL_KE Network mnaitakiajee . Mna bore sasa,MainahSam,0,0,,@AIRTEL_KE,
1161,1297247548957167616,2020-08-22 19:01:32+00:00,@AIRTEL_KE check DM,karingakioi,0,0,,@AIRTEL_KE,
1163,1297247471446392833,2020-08-22 19:01:13+00:00,Ebu kwanza muache kutupea night mbs nyinyi @AIRTEL_KE,dummmyfreak,0,3,,@AIRTEL_KE,
1170,1297247014971936769,2020-08-22 18:59:24+00:00,Come on @AIRTEL_KE,chemenjo_,0,0,,@AIRTEL_KE,
1171,1297246672456683520,2020-08-22 18:58:03+00:00,"Hello @Airtel_Ke, whats your working customer care number? neither 100 or 111 is working...",MycTalon,0,0,,@AIRTEL_KE,
1177,1297245806030983169,2020-08-22 18:54:36+00:00,@AIRTEL_KE I purchased night bundles they are supposed to expire at 23/08/2020 4:03am but my balance is showing it's 0. I didn't use even half of the bundles. Please explain. ,Johnmtua3,0,0,,@AIRTEL_KE,
1179,1297245603131424769,2020-08-22 18:53:48+00:00,@AIRTEL_KE Your internet sucks Kenyans have to go through such a slow network. In Msa invest in2 some infrastructure be the better option if not the best If only @Safaricom_Care @SafaricomPLC bundles wouldn't evaporate &amp; @TelkomKenya give what we need you'd be out of business,OderoJune,0,1,,@AIRTEL_KE @Safaricom_Care @SafaricomPLC @TelkomKenya,
1181,1297245110493642753,2020-08-22 18:51:50+00:00,@AIRTEL_KE come on..the network is so pathetic not as it used to be,MainahSam,0,2,,@AIRTEL_KE,
1182,1297245098875465729,2020-08-22 18:51:47+00:00,@AIRTEL_KE please check DM,NI_Mensah,0,0,,@AIRTEL_KE,
1183,1297244905937354752,2020-08-22 18:51:01+00:00,@AIRTEL_KE your internet connection ,WAteaze,0,0,,@AIRTEL_KE,
1188,1297243763354546177,2020-08-22 18:46:29+00:00,I think Airtel is official promoter of safaricom! The more you trust them for bundles the worse they disappoint. Someone should investigate officials @AIRTEL_KE,MosesWanami,1,2,,@AIRTEL_KE,
1189,1297243702130282496,2020-08-22 18:46:14+00:00,@AIRTEL_KE whats wrong with internet today...speed soo slow!!!!!!!!!!!!!,STEPHENNGARE,0,0,,@AIRTEL_KE,
1192,1297242771355512833,2020-08-22 18:42:32+00:00,Jesus!...@Airtel_KE mnataka nitoe suruali ndo mueke hii net yenyu stable!Tumechoka!...,Akothee_KE,211,1962,,@AIRTEL_KE,
1200,1297241531322114048,2020-08-22 18:37:37+00:00,@SafaricomPLC and other Telecommunication companies including @AIRTEL_KE has ensured Kenyans continue transacting via Mobile Money at ease by cushioning their pockets by waiving cash transfer charges accross the nation. Such institutions are true 'friends' to their clients,hon_ngumi,0,0,,@SafaricomPLC @AIRTEL_KE,
1202,1297236811937390592,2020-08-22 18:18:52+00:00,@AIRTEL_KE tengenezeni net yenu bana hii ni ufala,lonerboybenny,0,0,,@AIRTEL_KE,
1203,1297236050541256704,2020-08-22 18:15:50+00:00,@AIRTEL_KE you’ve been deducting 10bob from my airtime after every 30 minutes for a week now! I really don’t understand. Is there a problem with my line? I’m buying too much airtime I’m not using. Unacceptable!,nthokimutua,0,0,,@AIRTEL_KE,
1207,1297234652017696769,2020-08-22 18:10:17+00:00,@AIRTEL_KE why is my internet so slow? What's happening?,amusawale,0,0,,@AIRTEL_KE,
1216,1297231435451990017,2020-08-22 17:57:30+00:00,@AIRTEL_KE why is my internet so fucking slow? What's happening?,amusawale,0,0,,@AIRTEL_KE,
1223,1297229993408376832,2020-08-22 17:51:46+00:00,@AIRTEL_KE you don't have customer care call line?,Am_NOT_that_gal,0,0,,@AIRTEL_KE,
1225,1297229697311531009,2020-08-22 17:50:35+00:00,@AIRTEL_KE we are subscribing and you can't use the bundles due to very poor network abit disappointed with Airtel,Kevinongoma2,0,0,,@AIRTEL_KE,
1228,1297229496106582024,2020-08-22 17:49:47+00:00,@AIRTEL_KE i have 4gb expiring at midnight because of your poor internet connection and i cannot do anything about it... Am seriously switching to @Safaricom_Care once 8 finish this bundles,ThugUzzi,0,0,,@AIRTEL_KE @Safaricom_Care,
1238,1297227439215652864,2020-08-22 17:41:37+00:00,@AIRTEL_KE what's wrong with your network today? It's annoying,W_gracey,0,0,,@AIRTEL_KE,
1255,1297225623744720897,2020-08-22 17:34:24+00:00,@AIRTEL_KE check dm,EllisJeddy,0,0,,@AIRTEL_KE,
1256,1297225612872970241,2020-08-22 17:34:22+00:00,I need the status/progress report of the complain on my email. C4GSP20822474362 or any other complain registered on my behalf @VittalGopal @sunilbmittal @Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @Airtel_Ug @TRAI @rsprasad,sanjeetTkr,0,0,,@VittalGopal @sunilbmittal @Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @Airtel_Ug @TRAI @rsprasad,
1268,1297222775225032704,2020-08-22 17:23:05+00:00,Basterds can u manage with below speed at ur home for more than a month or make it done within few days with our money. This shitty service u r providing in b'lore city/silicon valley @sunilbmittal @VittalGopal @Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @airtelnews,sanjeetTkr,0,0,,@sunilbmittal @VittalGopal @Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @airtelnews,
1269,1297222030522232834,2020-08-22 17:20:07+00:00,@AIRTEL_KE your data bundles are completely UNUSABLE. What is wrong with your network?,VictorRopK,0,0,,@AIRTEL_KE,
1270,1297221717694218240,2020-08-22 17:18:53+00:00,@AIRTEL_KE I DMed you yesterday and no response. Kindly check DM,lazigeorge86,0,0,,@AIRTEL_KE,
1272,1297220381141536769,2020-08-22 17:13:34+00:00,"@AIRTEL_KE with this kind of speeds everyday am dumping my Sim immediately binge bundles expires. It's so annoying, and thank you I can't share the affected no and location bcoz the results are always the same. #airtelke",Shangai_Hillary,0,0,,@AIRTEL_KE,#airtelke
1277,1297219224339771392,2020-08-22 17:08:58+00:00,Ghori & gazni has looted us limited times but airtel is looting unlimited on daily basis in unlimited recharge plan. I complained on 27th July. Progress is below pic. Wake up @airtelindia @rsprasad @Airtel_Presence @AirtelNigeria @AIRTEL_KE @airtelnews @PIB_India @TRAI @JioCare,sanjeetTkr,0,0,,@airtelindia @rsprasad @Airtel_Presence @AirtelNigeria @AIRTEL_KE @airtelnews @PIB_India @TRAI @JioCare,
1279,1297219012192096261,2020-08-22 17:08:08+00:00,Was just watching WRONG TURN then kaput....something went wrong. What went wrong @AIRTEL_KE make me understand ,arika_billy,0,0,,@AIRTEL_KE,
